nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
296.802.575-92,4585.21,138.57,4,5904.41,2107.45,4723.78,20240104,20200528,20231122
795.889.731-63,2307.11,344.64,4,6803.64,2354.11,2651.75,20240104,20201104,20231209
873.537.268-06,2367.7,463.93,7,4580.31,1050.59,2831.63,20240115,20220509,20231013
09.523.415/0001-14,1942.08,178.13,12,7407.92,2155.69,2120.21,20240113,20210531,20211024
50.119.351/0001-94,1907.57,22.34,9,2799.2,1204.66,1929.91,20240106,20220227,20230613
68.510.044/0001-03,1177.1,176.22,1,5979.15,2691.96,1353.32,20240115,20231003,20231210
071.789.147-00,3949.47,468.61,4,1733.62,3685.08,4418.08,20240111,20200114,20210106
761.013.812-69,1197.62,55.03,8,8044.73,3564.06,1252.65,20240101,20220611,20230307
582.429.528-09,2875.27,95.32,6,5522.84,2410.55,2970.59,20240107,20210108,20210724
13.077.563/0001-20,3276.96,6.33,5,4488.58,773.79,3283.29,20240109,20200804,20220710
55.682.345/0001-64,2297.05,45.18,2,3113.86,4083.25,2342.23,20240108,20230127,20230604
69.810.078/0001-78,4296.39,474.7,11,2639.23,1884.27,4771.09,20240101,20231006,20240109
16.480.569/0001-31,2192.08,355.24,11,9042.02,2832.61,2547.32,20240114,20201103,20230612
869.843.663-30,2786.79,106.19,11,3607.48,2281.68,2892.98,20240101,20211115,20221222
266.034.977-00,2839.04,412.75,1,9628.85,650.45,3251.79,20240103,20200213,20220103
54.655.747/0001-07,1655.41,43.47,6,6300.08,1114.94,1698.88,20240109,20210405,20220320
276.170.045-75,4754.37,29.81,1,6036.32,2765.12,4784.18,20240107,20220415,20221220
797.150.063-70,1317.92,426.35,10,8329.05,2244.84,1744.27,20240110,20220407,20230131
385.947.496-00,2352.95,60.37,12,7931.69,1421.23,2413.32,20240107,20210320,20230911
96.953.457/0001-90,4924.61,77.7,1,9441.83,3805.55,5002.31,20240104,20210615,20220912
242.179.308-44,3677.61,389.85,9,4457.57,2017.28,4067.46,20240108,20230730,20231208
050.963.200-90,1074.14,376.17,6,9000.98,1105.59,1450.31,20240111,20230406,20231010
19.958.173/0001-45,3280.17,56.74,12,3384.58,2550.99,3336.91,20240101,20200511,20201116
877.138.197-03,4139.74,229.04,6,2802.17,4341.33,4368.78,20240110,20220228,20220830
76.258.972/0001-42,1421.59,460.57,4,3292.52,4932.7,1882.16,20240106,20231114,20231205
87.291.888/0001-47,4843.67,405.04,10,9541.82,1792.81,5248.71,20240104,20220728,20231225
810.601.459-28,3828.15,453.78,7,4258.09,898.09,4281.93,20240103,20211111,20220817
846.449.054-29,1299.66,197.01,8,7402.76,3020.49,1496.67,20240112,20210608,20220102
84.701.395/0001-40,2016.35,34.58,2,5785.42,725.88,2050.93,20240108,20200319,20210829
45.456.770/0001-81,1002.92,329.88,11,5647.18,930.41,1332.8,20240110,20210804,20220923
66.869.050/0001-18,1398.69,435.75,2,2952.31,4795.64,1834.44,20240102,20240105,20240111
21.877.190/0001-08,3458.11,220.19,1,6716.47,4521.67,3678.3,20240108,20201025,20210718
562.977.265-15,4893.99,482.85,3,1434.5,4188.32,5376.84,20240112,20210604,20221110
55.929.854/0001-49,4830.73,348.4,10,9680.44,3535.91,5179.13,20240106,20230515,20230621
358.201.338-38,2470.22,255.37,10,3238.17,4682.31,2725.59,20240103,20200802,20210203
57.786.653/0001-65,1147.97,482.5,12,7581.75,2990.78,1630.47,20240107,20200701,20221129
16.007.130/0001-96,1749.48,269.88,7,4641.85,4923.95,2019.36,20240104,20200506,20230704
23.262.449/0001-23,4167.31,131.27,3,4966.23,1740.67,4298.58,20240109,20201108,20220403
05.760.543/0001-20,1665.26,59.8,9,9195.61,4984.3,1725.06,20240115,20231112,20231231
48.881.600/0001-32,1329.4,241.22,3,3420.23,2707.71,1570.62,20240104,20221224,20231214
473.085.148-03,2456.8,418.79,4,1673.86,3761.22,2875.59,20240109,20230222,20230916
416.866.535-65,3867.74,148.8,4,9611.01,4245.07,4016.54,20240108,20210422,20210501
55.273.538/0001-61,1551.66,493.68,3,8028.71,2855.9,2045.34,20240113,20221101,20230208
288.391.342-04,4171.84,140.64,9,4916.11,1500.76,4312.48,20240103,20201021,20220904
15.270.221/0001-57,4386.4,409.43,7,7098.47,555.86,4795.83,20240104,20220506,20231019
549.187.280-65,3248.74,79.76,9,8784.2,1679.29,3328.5,20240104,20220504,20240108
065.669.833-09,4666.94,30.13,3,6835.28,2372.19,4697.07,20240115,20210115,20210615
02.702.669/0001-50,2705.4,164.3,5,7851.47,1227.1,2869.7,20240106,20200722,20211129
61.885.526/0001-90,3969.6,440.96,10,8653.75,779.37,4410.56,20240102,20221127,20230510
80.950.145/0001-92,4047.73,348.86,6,6317.22,4868.19,4396.59,20240103,20230809,20231031
152.383.983-01,4231.27,433.44,1,8559.26,4399.2,4664.71,20240104,20220118,20231209
02.582.400/0001-88,2357.55,227.24,10,2523.08,3429.82,2584.79,20240109,20220219,20230726
97.484.877/0001-37,4187.93,109.57,3,1065.74,761.09,4297.5,20240108,20200306,20200908
639.785.056-06,2812.78,290.04,10,5218.63,4936.52,3102.82,20240101,20210923,20230212
06.877.327/0001-22,2643.69,480.49,3,4345.46,812.79,3124.18,20240115,20220104,20221010
124.739.292-97,3642.68,302.0,11,2613.9,2706.91,3944.68,20240106,20210306,20220629
22.983.954/0001-02,2917.26,493.59,6,6000.19,4550.48,3410.85,20240107,20221216,20221231
81.473.303/0001-23,1935.95,83.24,10,6537.1,4205.26,2019.19,20240110,20210428,20220923
603.768.926-17,3560.62,334.34,12,1164.28,2945.49,3894.96,20240111,20230312,20231002
388.397.403-09,2298.13,385.14,5,1614.8,4511.11,2683.27,20240103,20230303,20230613
201.642.040-59,4500.91,210.61,2,9568.25,1933.97,4711.52,20240102,20211224,20230405
13.038.220/0001-56,2786.47,267.16,3,9059.84,1285.73,3053.63,20240105,20211008,20230519
51.825.334/0001-35,1478.68,494.4,10,9932.5,3852.5,1973.08,20240114,20221015,20231022
29.389.232/0001-65,3949.22,136.58,12,4023.84,4020.23,4085.8,20240108,20230308,20230903
434.408.395-40,4109.0,182.86,3,8819.0,1564.69,4291.86,20240104,20231012,20240102
820.165.070-04,3050.73,181.54,12,1008.08,2651.11,3232.27,20240112,20210115,20220119
846.274.086-09,3037.64,178.96,11,7012.47,4750.77,3216.6,20240109,20210606,20231012
746.267.082-85,1282.76,114.96,3,7538.81,1862.34,1397.72,20240114,20210820,20221027
498.783.282-87,1993.53,186.73,9,1386.68,3629.01,2180.26,20240104,20201104,20210624
132.885.878-23,1192.18,464.88,1,3476.2,2043.05,1657.06,20240102,20220604,20230408
91.424.011/0001-54,1187.05,423.52,3,8000.51,3043.35,1610.57,20240103,20230919,20230929
25.780.991/0001-01,2958.42,245.72,5,9806.06,3868.22,3204.14,20240105,20211226,20230205
766.675.722-07,3018.69,233.7,5,1945.83,4018.71,3252.39,20240115,20200311,20210415
55.369.491/0001-34,4302.54,340.38,3,4057.76,3492.3,4642.92,20240103,20200524,20230208
028.292.688-73,1754.52,274.62,10,8908.92,544.98,2029.14,20240114,20200101,20200711
498.591.641-26,3509.86,73.74,9,4597.64,503.79,3583.6,20240105,20230406,20230421
63.274.812/0001-45,3760.97,36.86,7,4746.76,4090.88,3797.83,20240103,20210216,20230724
931.482.580-96,2443.89,272.58,9,3524.06,1491.45,2716.47,20240112,20230523,20231119
768.180.712-87,1222.56,358.13,3,8109.97,4204.75,1580.69,20240102,20230414,20230417
217.668.669-13,4891.81,333.14,4,2792.32,1697.37,5224.95,20240112,20201028,20201030
02.164.801/0001-18,1587.23,393.51,5,2054.96,3919.77,1980.74,20240102,20220903,20221010
522.998.460-00,2394.23,236.09,1,8430.17,2879.92,2630.32,20240115,20230905,20231211
45.121.031/0001-39,1406.77,43.46,8,2329.9,726.19,1450.23,20240104,20220101,20220312
425.017.200-75,3588.03,390.87,7,4837.57,2489.9,3978.9,20240101,20220505,20230404
36.940.058/0001-62,2373.43,383.71,3,5189.41,3876.73,2757.14,20240113,20220110,20220824
37.209.961/0001-10,1057.54,263.41,11,6657.45,3245.29,1320.95,20240104,20210606,20210729
519.593.294-80,1145.89,211.33,11,6579.14,2740.86,1357.22,20240110,20220621,20220826
023.891.768-10,4657.83,239.3,2,5078.94,4031.0,4897.13,20240114,20230209,20240106
87.228.646/0001-09,1719.73,332.06,1,5534.59,4477.81,2051.79,20240104,20210106,20220815
028.926.556-84,2178.6,74.57,11,5202.28,2928.67,2253.17,20240110,20230203,20230511
120.902.728-30,4494.24,321.78,10,9472.79,3865.96,4816.02,20240101,20200126,20230222
337.735.476-09,3664.65,348.14,5,5338.78,3335.82,4012.79,20240113,20230727,20231002
533.147.061-03,1892.37,478.64,8,8395.65,2552.55,2371.01,20240108,20221204,20230621
025.197.740-45,2883.63,405.13,2,5365.67,3935.8,3288.76,20240112,20220125,20220831
690.791.037-30,2675.15,290.73,10,8575.63,2277.97,2965.88,20240105,20220803,20220824
62.627.216/0001-39,2909.88,329.46,9,6669.46,3733.9,3239.34,20240105,20210912,20220321
051.342.586-19,1671.61,436.88,4,3383.17,4818.81,2108.49,20240102,20200207,20200519
86.677.703/0001-74,1188.14,246.09,1,8763.47,755.42,1434.23,20240104,20201018,20230123
65.709.479/0001-85,1080.52,215.98,6,3869.28,3114.95,1296.5,20240107,20230623,20230909
29.104.982/0001-43,2481.49,248.2,5,1092.23,4778.46,2729.69,20240108,20201113,20210228
301.170.810-00,4060.01,286.52,6,3136.97,1811.52,4346.53,20240102,20231124,20231126
947.806.652-80,2879.33,314.76,2,2734.44,4746.04,3194.09,20240104,20220109,20220129
89.054.571/0001-12,4826.32,153.09,12,8683.82,2092.41,4979.41,20240111,20230601,20231208
09.072.690/0001-69,2268.07,141.34,5,2311.9,3277.08,2409.41,20240102,20220208,20221019
01.966.894/0001-31,2769.69,226.86,9,4762.74,3053.21,2996.55,20240102,20200406,20230123
77.276.077/0001-13,4294.63,199.65,7,8033.39,1180.83,4494.28,20240106,20210807,20221224
865.252.338-01,2753.47,435.49,2,7741.41,1220.09,3188.96,20240104,20200321,20200731
43.808.842/0001-87,4110.74,486.58,10,9321.01,1323.23,4597.32,20240109,20200819,20201023
768.480.876-10,1549.99,152.6,10,9276.02,1396.06,1702.59,20240110,20221027,20230107
21.472.135/0001-20,1005.38,151.23,3,3786.21,3702.07,1156.61,20240109,20230411,20230430
124.132.005-50,2478.89,315.19,7,7673.27,1246.11,2794.08,20240115,20230803,20240111
45.006.341/0001-02,3840.55,164.86,2,5074.08,1109.45,4005.41,20240108,20200330,20211112
64.476.570/0001-35,3040.52,84.03,1,6309.01,4063.19,3124.55,20240101,20211008,20230723
92.319.546/0001-28,2645.12,258.26,1,7238.29,4300.39,2903.38,20240102,20230507,20231101
77.705.377/0001-70,3861.81,52.99,10,5976.42,2124.58,3914.8,20240101,20210907,20230310
91.894.611/0001-86,3772.16,329.6,7,5720.35,2285.58,4101.76,20240110,20210505,20220308
59.929.585/0001-71,2090.51,48.75,8,5715.61,1582.27,2139.26,20240107,20210504,20210702
08.605.856/0001-00,2559.17,22.15,8,8521.43,3941.01,2581.32,20240103,20200911,20211018
108.093.196-16,1606.01,371.18,1,9412.14,2802.62,1977.19,20240103,20230716,20231015
747.178.645-06,4201.45,38.43,4,4874.84,1040.15,4239.88,20240109,20220410,20230831
85.296.036/0001-17,1287.2,29.34,6,4792.52,4964.91,1316.54,20240105,20221106,20230223
701.468.097-85,3374.23,310.38,3,6850.45,3778.4,3684.61,20240111,20210404,20221021
41.922.347/0001-79,1960.63,211.36,2,5561.73,1758.59,2171.99,20240110,20231029,20231030
829.562.913-19,4279.7,187.91,6,2336.01,1388.29,4467.61,20240115,20210411,20220919
390.983.620-87,1547.45,321.04,6,6337.41,850.07,1868.49,20240105,20230725,20231026
556.798.242-99,1286.74,466.09,9,5710.5,1811.57,1752.83,20240108,20220408,20231008
38.318.206/0001-37,1017.7,230.84,6,9990.33,3986.78,1248.54,20240109,20200106,20221025
206.427.253-49,4692.74,173.83,10,1359.54,2291.78,4866.57,20240104,20211024,20230630
67.143.325/0001-02,3031.98,140.57,10,5859.66,2165.63,3172.55,20240103,20220622,20230818
442.453.985-74,1291.82,239.81,1,1674.74,2236.39,1531.63,20240114,20240114,20240115
353.392.152-29,3230.81,53.7,5,7727.68,2145.58,3284.51,20240112,20220317,20220723
985.634.450-65,4112.0,40.18,9,6661.19,3339.0,4152.18,20240106,20200916,20230814
992.510.684-29,1018.37,402.55,7,6760.57,2267.83,1420.92,20240108,20231014,20240104
53.949.604/0001-45,2830.23,485.86,10,4139.93,1994.67,3316.09,20240112,20231204,20240113
71.778.234/0001-02,4181.97,51.55,5,4819.93,2989.46,4233.52,20240102,20221114,20230108
110.701.084-56,3367.64,157.73,8,6241.73,1465.84,3525.37,20240111,20221117,20230305
94.623.340/0001-12,1820.09,405.63,8,4511.03,4478.98,2225.72,20240115,20230321,20230915
96.971.035/0001-47,4152.26,390.76,3,6996.49,4217.75,4543.02,20240110,20210108,20231103
941.927.855-79,3948.98,345.67,8,6993.09,3789.87,4294.65,20240110,20230930,20231012
86.858.573/0001-76,1324.27,244.69,7,8772.09,3171.34,1568.96,20240101,20230606,20231122
193.638.008-06,2346.05,133.62,4,8356.7,1053.4,2479.67,20240104,20200720,20210808
68.583.247/0001-11,3594.21,90.47,1,3806.49,1697.41,3684.68,20240109,20230214,20230830
03.150.287/0001-24,3814.92,314.42,8,9971.95,3890.74,4129.34,20240114,20210502,20231029
750.142.904-93,2412.22,176.57,6,8309.05,2890.8,2588.79,20240113,20240104,20240105
555.565.156-20,4322.98,423.98,1,2013.09,3588.0,4746.96,20240103,20200110,20210531
225.224.554-94,1559.06,387.58,2,4372.51,4169.33,1946.64,20240111,20200419,20201014
067.011.495-29,2913.44,53.91,10,4786.0,1595.53,2967.35,20240106,20210725,20230508
584.157.404-33,2590.73,78.64,6,4232.2,995.52,2669.37,20240111,20201230,20210608
61.390.265/0001-38,1021.23,300.18,12,9588.81,2416.64,1321.41,20240102,20210205,20230213
73.962.615/0001-72,2971.42,226.12,12,5176.13,3016.36,3197.54,20240106,20230113,20231211
253.361.678-86,2068.0,39.28,10,2530.87,4405.55,2107.28,20240104,20230703,20231118
001.182.734-34,1781.74,381.44,1,2672.47,1238.1,2163.18,20240108,20210506,20210830
195.977.723-88,2785.42,53.18,3,3475.31,3023.0,2838.6,20240112,20200320,20220301
45.664.504/0001-44,2671.35,1.77,3,4928.33,519.24,2673.12,20240106,20201205,20220127
29.897.545/0001-24,3892.09,313.13,10,6949.21,928.99,4205.22,20240106,20240105,20240110
62.366.320/0001-17,1017.51,158.25,5,2523.22,3944.56,1175.76,20240103,20221226,20231226
83.790.755/0001-64,3894.99,28.52,3,8041.82,1502.02,3923.51,20240105,20230803,20231223
63.276.688/0001-57,2088.62,9.79,9,8554.51,615.18,2098.41,20240115,20230813,20231221
79.464.624/0001-10,4957.46,96.43,2,7528.03,1172.25,5053.89,20240108,20210725,20210808
571.183.879-24,2242.66,217.62,2,4752.93,4518.83,2460.28,20240108,20220918,20230614
948.241.913-86,3751.05,28.01,12,1797.76,967.13,3779.06,20240112,20211002,20220119
263.421.102-39,3431.04,192.45,12,2003.81,4292.86,3623.49,20240107,20200701,20201118
58.052.019/0001-61,3146.97,230.48,12,5684.73,832.66,3377.45,20240103,20211224,20231116
007.524.061-08,4909.15,147.7,5,9718.94,3844.79,5056.85,20240103,20201223,20231003
69.437.781/0001-82,1417.48,282.93,7,9613.42,3113.15,1700.41,20240103,20210422,20221101
633.048.047-81,4916.22,423.55,8,7646.15,2653.98,5339.77,20240115,20210522,20210601
942.851.153-60,3048.59,186.15,2,5251.63,4043.91,3234.74,20240112,20210610,20211102
651.749.635-18,4168.66,326.61,2,3172.66,4532.68,4495.27,20240110,20210808,20220703
81.600.011/0001-04,1493.55,482.84,8,1194.0,1316.72,1976.39,20240102,20210905,20211102
32.942.155/0001-33,4115.85,216.44,2,7185.78,1022.04,4332.29,20240105,20210712,20220313
04.791.923/0001-60,1395.29,329.28,11,3093.25,2873.92,1724.57,20240112,20220730,20220912
910.538.720-54,3214.45,486.2,12,3316.64,3953.65,3700.65,20240105,20200419,20220327
43.965.286/0001-52,4411.11,191.98,5,6941.35,4785.5,4603.09,20240111,20211121,20220221
60.460.150/0001-00,2498.45,99.06,12,2065.14,4738.41,2597.51,20240105,20220913,20230731
00.658.277/0001-06,4716.62,411.15,2,1278.58,4672.19,5127.77,20240109,20220227,20230404
06.803.511/0001-28,2602.83,274.09,9,9945.05,1808.71,2876.92,20240112,20220701,20221203
188.448.885-48,1070.35,324.96,1,4482.02,3842.75,1395.31,20240115,20231212,20240102
88.889.042/0001-76,2849.08,456.0,2,6457.49,2477.46,3305.08,20240115,20210115,20220224
782.252.995-15,3893.13,214.35,12,1216.98,3345.87,4107.48,20240103,20221230,20230816
322.056.318-02,1602.94,121.58,8,3512.38,4897.17,1724.52,20240115,20220407,20220710
070.385.948-00,3829.45,99.4,2,9630.9,712.25,3928.85,20240113,20230203,20230630
01.301.287/0001-52,2809.6,161.14,7,8475.02,1542.14,2970.74,20240114,20220519,20230514
484.887.735-01,4562.8,433.96,11,6437.59,840.26,4996.76,20240109,20230826,20231026
83.522.478/0001-09,2859.54,228.51,4,9314.98,873.37,3088.05,20240115,20201031,20230223
499.919.340-06,2255.46,142.61,1,2490.07,1342.07,2398.07,20240103,20220923,20230314
61.428.272/0001-81,2700.58,255.68,8,8145.83,1266.07,2956.26,20240113,20240104,20240112
316.226.993-86,3977.72,234.06,2,3049.66,1263.4,4211.78,20240107,20200919,20220915
972.582.377-04,2830.89,254.08,4,5798.73,4103.48,3084.97,20240103,20221229,20231225
448.022.027-50,3675.1,493.45,3,9082.86,2850.94,4168.55,20240111,20220904,20230405
665.556.935-41,1684.66,366.61,1,3486.41,1279.38,2051.27,20240111,20200527,20230307
02.036.321/0001-71,2743.91,15.02,5,9568.59,4191.63,2758.93,20240110,20220326,20230919
72.990.254/0001-05,4128.36,348.59,5,8113.74,2189.25,4476.95,20240108,20200421,20230323
25.634.001/0001-19,3768.85,191.72,1,9401.66,759.22,3960.57,20240106,20211101,20220327
08.084.213/0001-50,2694.24,373.63,4,2001.02,3576.83,3067.87,20240104,20210426,20220503
44.621.307/0001-85,4215.88,189.41,8,3484.48,1058.43,4405.29,20240110,20220708,20220906
063.419.130-60,2080.35,378.75,1,8284.61,3352.38,2459.1,20240108,20220612,20221125
12.950.416/0001-50,4853.62,172.71,7,4435.61,2358.89,5026.33,20240102,20221121,20231007
94.742.097/0001-51,1247.26,4.16,9,2824.18,3536.37,1251.42,20240106,20220925,20221111
96.079.265/0001-04,2824.6,344.38,7,1150.78,4107.93,3168.98,20240102,20240105,20240111
43.070.398/0001-45,4511.5,367.24,5,4452.35,4476.05,4878.74,20240110,20201003,20210628
043.204.834-05,4894.55,371.43,2,5583.42,3551.56,5265.98,20240110,20210807,20231209
716.468.690-44,3861.11,297.78,12,1759.46,569.68,4158.89,20240104,20221222,20230225
325.181.322-60,4692.55,192.75,5,1064.33,4741.13,4885.3,20240108,20200314,20211029
888.539.520-16,3469.12,115.53,7,5234.39,2324.44,3584.65,20240111,20220411,20221225
09.400.979/0001-60,3603.27,22.47,11,4974.59,4027.72,3625.74,20240107,20210523,20230723
730.551.797-65,3475.97,389.15,2,6374.18,2599.55,3865.12,20240107,20200521,20231105
794.496.619-10,2440.0,245.6,2,7918.19,671.06,2685.6,20240105,20220701,20230124
091.037.458-99,3055.14,229.53,5,9943.33,514.37,3284.67,20240110,20200808,20230725
09.848.935/0001-05,2637.09,444.79,10,4824.17,2533.55,3081.88,20240110,20231015,20231223
97.249.175/0001-79,2652.56,327.71,6,2501.94,1579.65,2980.27,20240112,20210413,20211203
06.127.160/0001-82,1385.02,236.88,4,7496.54,2520.03,1621.9,20240106,20220306,20240106
89.789.259/0001-77,3043.14,368.18,11,7060.57,1915.63,3411.32,20240112,20220820,20240113
314.140.605-72,4112.3,54.52,11,6296.43,741.01,4166.82,20240109,20220804,20230320
900.926.215-46,1991.1,408.62,8,1502.77,3180.99,2399.72,20240114,20220503,20220723
81.380.945/0001-88,1078.83,390.71,2,3930.58,3771.6,1469.54,20240114,20200204,20230226
660.617.209-80,2151.2,361.79,3,3161.71,4708.39,2512.99,20240109,20200320,20220112
652.502.501-06,4218.16,27.88,6,6127.32,4020.96,4246.04,20240110,20200315,20210822
54.344.999/0001-15,1631.46,133.87,6,7324.07,3839.31,1765.33,20240114,20211225,20230130
20.005.058/0001-35,2967.11,180.71,4,7980.18,3484.62,3147.82,20240102,20231010,20231025
53.337.485/0001-70,2565.61,428.04,10,1411.68,4624.99,2993.65,20240103,20220616,20230718
792.686.798-50,1297.06,162.46,5,7822.26,1816.61,1459.52,20240101,20201107,20210525
996.922.404-28,3848.24,464.42,12,4065.03,2387.69,4312.66,20240112,20220222,20231215
23.319.650/0001-08,2485.05,250.17,8,1529.28,4525.15,2735.22,20240105,20221207,20230313
911.294.801-27,4592.25,164.54,5,9759.88,2323.94,4756.79,20240109,20201117,20201122
81.424.927/0001-50,2482.26,292.76,9,2693.63,4785.25,2775.02,20240114,20210522,20220212
77.378.646/0001-31,2353.83,393.81,12,7637.83,625.33,2747.64,20240104,20220915,20221117
72.050.875/0001-09,2237.4,283.49,3,9475.6,1340.77,2520.89,20240114,20200104,20230202
265.659.961-05,4437.58,291.98,5,6925.04,1294.3,4729.56,20240107,20211228,20231101
688.677.802-12,1294.93,18.61,3,3609.01,3029.42,1313.54,20240104,20200214,20210531
12.030.487/0001-34,1093.84,80.77,1,2953.96,1815.36,1174.61,20240107,20201214,20230226
454.861.980-19,2353.48,458.8,1,5152.24,4341.79,2812.28,20240113,20230820,20230922
069.687.604-36,2645.58,81.28,5,2865.75,4969.53,2726.86,20240107,20210202,20211216
31.002.045/0001-29,4499.65,335.64,11,2158.6,1492.17,4835.29,20240110,20221019,20230106
83.632.670/0001-58,1147.39,442.19,1,4967.69,4130.41,1589.58,20240101,20230320,20231007
